epoch,train_loss,train_intra,train_inter,val_intra,val_inter
201,0.9326221644878387,0.4969292,0.12583722,0.5275389,0.16685148
202,0.6598146855831146,,,,
203,0.6122467219829559,,,,
204,0.6461142897605896,,,,
205,0.6327406764030457,,,,
206,0.6378006935119629,0.45574424,0.046215057,0.48251325,0.075938106
207,0.6422475278377533,,,,
208,0.6684320271015167,,,,
209,0.6420619487762451,,,,
210,0.6539314687252045,,,,
211,0.6068626642227173,0.42959705,-0.00016590657,0.4495904,0.013772508
212,0.6364647150039673,,,,
213,0.6435092687606812,,,,
214,0.6373920738697052,,,,
215,0.6147245764732361,,,,
216,0.6310294568538666,0.43331057,0.0015554846,0.45528886,0.017333062
217,0.6533044874668121,,,,
218,0.6073369383811951,,,,
219,0.6157203912734985,,,,
220,0.5969213247299194,,,,
221,0.6024384796619415,0.4416593,0.007606988,0.47134012,0.035609163
222,0.620425820350647,,,,
223,0.6228210926055908,,,,
224,0.623820960521698,,,,
225,0.6209092140197754,,,,
226,0.619533121585846,0.4435789,0.00391587,0.46901584,0.02621108
227,0.6114369928836823,,,,
228,0.5963610410690308,,,,
229,0.6204496026039124,,,,
230,0.643695205450058,,,,
231,0.5997417867183685,0.4464086,0.003297743,0.4694738,0.021980138
232,0.5889268815517426,,,,
233,0.5883300602436066,,,,
234,0.6293624043464661,,,,
235,0.6086154580116272,,,,
236,0.637229710817337,0.4496661,0.0036133062,0.47405702,0.023758324
237,0.6044595539569855,,,,
238,0.6309564411640167,,,,
239,0.6000328660011292,,,,
240,0.6050939559936523,,,,
241,0.5797558426856995,0.4520423,0.002964397,0.47777322,0.024286568
242,0.5502198487520218,,,,
243,0.6305139362812042,,,,
244,0.5742709636688232,,,,
245,0.6127804517745972,,,,
246,0.5972446501255035,0.45500764,0.002799729,0.48190725,0.024875088
247,0.6143166422843933,,,,
248,0.6035515666007996,,,,
249,0.5900520980358124,,,,
250,0.609360933303833,,,,
251,0.5969789028167725,0.45765114,0.0022715693,0.48304182,0.021741299
252,0.6242374777793884,,,,
253,0.5666155517101288,,,,
254,0.6133853197097778,,,,
255,0.6117464601993561,,,,
256,0.5928384959697723,0.45921102,0.00011513888,0.48061818,0.013594397
257,0.6109125018119812,,,,
258,0.5872485041618347,,,,
259,0.6014687716960907,,,,
260,0.6303241550922394,,,,
261,0.5994890332221985,0.46264973,0.0006638511,0.48735997,0.01893133
262,0.6110969483852386,,,,
263,0.5895680785179138,,,,
264,0.6139499247074127,,,,
265,0.6304133236408234,,,,
266,0.571111410856247,0.46774128,0.004681899,0.4973689,0.030514995
267,0.5929268896579742,,,,
268,0.5496092140674591,,,,
269,0.5856805741786957,,,,
270,0.5835246443748474,,,,
271,0.5735194981098175,0.46831548,0.0016021588,0.49414378,0.02173281
272,0.5802388787269592,,,,
273,0.6038705110549927,,,,
274,0.6105394959449768,,,,
275,0.5538305342197418,,,,
276,0.6143838763237,0.47188845,0.002763545,0.4976289,0.02264859
277,0.5641337633132935,,,,
278,0.5903925001621246,,,,
279,0.5547637641429901,,,,
280,0.5767340660095215,,,,
281,0.551172137260437,0.47748518,0.008783408,0.5074746,0.035294786
282,0.5918321907520294,,,,
283,0.5781017243862152,,,,
284,0.576655238866806,,,,
285,0.6122009456157684,,,,
